PID,MS SubClass,Lot Frontage,Lot Area,Lot Shape,Land Contour,Neighborhood,Bldg Type,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Total Bsmt SF,Central Air,1st Flr SF,2nd Flr SF,Gr Liv Area,Full Bath,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Mo Sold,Yr Sold,SalePrice
198,60,90,11700,Reg,Lvl,NWAmes,1Fam,6,6,1968,1968,702,Y,1041,702,1743,1,7,1,2,539,6,2007,175000
2042,50,60,11100,Reg,Lvl,Edwards,1Fam,5,6,1951,1994,1080,N,1080,400,1480,1,7,1,1,253,7,2007,136500
1530,70,60,9600,Reg,Lvl,OldTown,1Fam,7,7,1925,1990,728,Y,832,809,1641,1,6,1,2,546,8,2006,178000
2815,20,85,15300,Reg,Bnk,Mitchel,1Fam,5,5,1965,1977,1068,Y,1264,0,1264,1,7,1,2,528,6,2010,169000
1195,20,80,9600,Reg,Lvl,NAmes,1Fam,5,6,1955,1955,1078,Y,1150,0,1150,1,6,0,1,288,10,2007,144000
1713,50,60,6000,Reg,Lvl,BrkSide,1Fam,5,5,1924,1950,468,Y,822,320,1142,1,6,0,1,320,6,2009,93000
1466,90,60,8544,Reg,Lvl,NAmes,Duplex,3,4,1950,1950,0,N,1040,0,1040,2,6,0,2,400,12,2006,81400
1933,80,88,15400,Reg,Lvl,Sawyer,1Fam,5,5,1961,1961,552,Y,904,611,1774,2,8,1,1,384,7,2009,165000
2166,20,95,13015,Reg,Lvl,CollgCr,1Fam,5,6,1996,1996,1100,Y,1100,0,1100,1,5,0,2,462,6,2006,145000
944,160,24,2280,Reg,Lvl,Somerst,Twnhs,6,5,1999,1999,744,Y,757,792,1549,2,6,0,2,440,4,2008,172900
175,20,80,10928,Reg,Lvl,NWAmes,1Fam,6,6,1978,1986,1427,Y,1671,0,1671,2,7,1,2,484,8,2009,200000
385,20,94,12883,IR1,Lvl,NridgHt,1Fam,8,5,2009,2010,1544,Y,1544,0,1544,2,7,0,3,868,6,2010,290941
2173,60,65,15426,IR1,Lvl,CollgCr,1Fam,6,5,1997,1997,928,Y,928,836,1764,2,7,0,2,470,8,2009,231500
1305,20,74,8532,Reg,Lvl,NAmes,1Fam,5,6,1954,1990,1297,Y,1297,0,1297,1,5,1,2,498,10,2009,153000
2723,85,72,9360,Reg,Bnk,Mitchel,1Fam,6,7,1977,1977,957,Y,1287,0,1287,1,5,2,2,541,11,2009,173000
2085,90,64,7018,Reg,Lvl,SawyerW,Duplex,5,5,1979,1979,0,Y,1120,1120,2240,2,12,0,2,528,6,2009,142953
11,20,85,10667,Reg,Lvl,NAmes,1Fam,6,6,1971,1971,1587,Y,1587,0,1587,2,7,1,2,525,3,2007,167300
2459,50,52,8741,Reg,Lvl,Edwards,1Fam,6,4,1945,1950,735,Y,798,689,1487,1,7,1,1,220,4,2010,113000
2397,20,67,8308,Reg,Lvl,Edwards,1Fam,4,6,1963,1963,1088,Y,1088,0,1088,1,4,0,2,520,6,2007,110000
377,20,59,17169,IR2,Lvl,NridgHt,1Fam,10,5,2007,2007,2320,Y,2290,0,2290,2,7,1,3,1174,8,2007,500067
391,60,76,9591,Reg,Lvl,NridgHt,1Fam,8,5,2004,2005,1143,Y,1143,1330,2473,2,9,1,3,852,10,2007,317000
1315,20,79,10634,Reg,Lvl,NAmes,1Fam,5,6,1953,1953,608,Y,1319,0,1319,1,5,0,1,270,11,2009,123000
1346,20,75,9532,Reg,Lvl,NAmes,1Fam,4,6,1953,1953,1105,Y,1647,0,1647,1,6,1,1,280,2,2007,153000
343,20,108,13173,IR1,Lvl,NridgHt,1Fam,9,5,2006,2007,1652,Y,1652,0,1652,2,6,2,2,840,11,2009,325000
383,20,87,10367,IR1,Lvl,NridgHt,1Fam,9,5,2008,2008,1739,Y,1743,0,1743,2,8,1,3,927,6,2009,335000
1504,20,70,7000,Reg,Lvl,NAmes,1Fam,5,6,1962,1962,864,Y,864,0,864,1,5,0,1,336,2,2006,105000
1575,190,50,6000,Reg,Lvl,OldTown,2fmCon,5,4,1954,1954,811,Y,811,576,1387,2,7,0,1,256,11,2009,93000
2213,20,72,10665,IR1,Lvl,CollgCr,1Fam,7,5,2003,2003,1453,Y,1479,0,1479,2,7,0,2,558,6,2007,226000
458,120,65,8769,Reg,Lvl,NridgHt,TwnhsE,9,5,2008,2008,1702,Y,1702,0,1702,1,7,1,3,1052,10,2008,367294
2853,20,58,10172,IR1,Lvl,Mitchel,1Fam,5,7,1968,2003,864,Y,874,0,874,1,5,0,1,288,10,2006,126500
747,60,65,8125,Reg,Lvl,Somerst,1Fam,6,5,2005,2005,858,Y,858,858,1716,2,7,0,2,615,2,2006,200825
1150,85,80,8800,Reg,Lvl,NAmes,1Fam,6,7,1963,1963,936,Y,1054,0,1054,1,6,0,2,480,5,2010,137500
655,60,88,11762,Reg,Lvl,NoRidge,1Fam,8,5,1992,1993,1105,Y,1105,1097,2202,2,9,1,2,517,9,2007,263000
973,160,36,3951,IR1,Lvl,Somerst,TwnhsE,10,5,1998,1999,970,Y,1469,924,2393,2,7,1,2,846,2,2008,345000
1434,90,60,8544,Reg,Lvl,NAmes,Duplex,3,4,1950,1950,0,N,1040,0,1040,2,6,0,2,400,6,2009,92900
344,20,105,15431,Reg,Lvl,NridgHt,1Fam,10,5,2005,2006,1994,Y,2046,0,2046,2,7,2,3,878,8,2007,450000
387,60,80,10240,Reg,Lvl,NridgHt,1Fam,8,5,2005,2005,1030,Y,1038,1060,2098,2,8,1,3,878,3,2006,275500
1724,45,51,6120,Reg,Lvl,BrkSide,1Fam,5,7,1939,1950,884,Y,884,0,884,1,5,0,1,240,7,2007,113000
742,60,85,10574,Reg,Lvl,Somerst,1Fam,8,5,2005,2006,1082,Y,1082,871,1953,2,9,1,3,1043,5,2009,252000
40,60,134,19378,IR1,HLS,Gilbert,1Fam,7,5,2005,2006,1392,Y,1392,1070,2462,2,9,1,2,576,3,2006,320000
1554,50,60,5790,Reg,Lvl,OldTown,1Fam,3,6,1915,1950,840,N,840,765,1605,2,8,0,1,379,5,2010,107400
1644,190,60,7200,Reg,Lvl,OldTown,2fmCon,6,6,1910,1998,1214,N,1260,1031,2291,2,9,1,2,506,11,2007,133900
1763,50,64,13053,Reg,Bnk,BrkSide,1Fam,6,7,1923,2000,833,Y,1053,795,1848,1,8,1,2,370,6,2008,207000
2162,20,80,12000,Reg,Lvl,ClearCr,1Fam,6,5,1968,1968,1388,Y,1388,0,1388,2,6,1,2,522,7,2006,158900
2092,60,77,9965,Reg,Lvl,CollgCr,1Fam,8,5,2006,2007,1466,Y,1466,1362,2828,3,11,1,3,1052,4,2007,424870
24,60,88,10179,IR1,Lvl,Gilbert,1Fam,6,5,1997,1997,945,Y,945,663,1608,2,7,1,2,470,7,2009,189500
2779,20,50,8049,IR1,Lvl,Timber,1Fam,7,5,1990,1990,1309,Y,1339,0,1339,2,6,1,2,484,7,2006,180000
1608,75,53,5350,Reg,Lvl,OldTown,1Fam,7,8,1920,1965,624,Y,730,720,1450,1,7,0,1,288,3,2008,132000
1589,45,50,6900,Reg,Lvl,OldTown,1Fam,6,7,1938,2000,827,Y,827,424,1251,1,6,0,1,240,1,2010,119000
1545,90,60,7596,Reg,Lvl,OldTown,Duplex,5,5,1952,1952,960,Y,960,1000,1960,2,10,0,2,400,7,2009,124500
112,60,60,18062,IR1,HLS,StoneBr,1Fam,10,5,2006,2006,1528,Y,1528,1862,3390,3,10,1,3,758,9,2006,545224
179,20,80,10400,Reg,Lvl,NWAmes,1Fam,6,5,1979,1999,1259,Y,1353,0,1353,2,5,1,2,478,8,2007,192350
1571,50,50,6000,Reg,Lvl,OldTown,1Fam,3,7,1948,2002,649,Y,679,504,1183,1,6,0,1,308,6,2007,120000
2507,50,60,8400,Reg,Bnk,SWISU,1Fam,6,5,1940,2000,940,Y,1192,403,1595,1,6,2,1,240,6,2006,140000
270,160,21,2058,Reg,Lvl,BrDale,Twnhs,6,5,1973,1973,672,Y,672,546,1218,1,7,0,1,264,12,2007,113700
520,120,51,3635,Reg,Lvl,Blmngtn,TwnhsE,7,5,2007,2007,1386,Y,1569,0,1569,2,7,1,3,660,5,2009,175900
1943,20,81,14175,Reg,Bnk,Sawyer,1Fam,5,5,1956,1998,1240,Y,1375,0,1375,1,6,1,1,323,12,2007,187000
2809,20,85,12633,IR1,HLS,Timber,1Fam,9,5,2007,2007,1978,Y,1978,0,1978,2,7,1,3,920,5,2009,425000
2611,50,78,15600,Reg,Bnk,Crawfor,1Fam,5,7,1949,2005,1067,N,986,537,1523,2,7,1,1,295,10,2009,158000
2017,30,50,9340,Reg,Lvl,Edwards,1Fam,4,6,1941,1950,672,Y,672,0,672,1,4,0,1,234,8,2009,113000
2025,20,44,17485,IR2,Lvl,Edwards,1Fam,7,5,2009,2010,1508,Y,1508,0,1508,1,5,2,2,572,1,2010,308030
741,60,84,10207,Reg,Lvl,Somerst,1Fam,7,6,2007,2007,874,Y,874,887,1761,3,7,0,2,578,8,2007,227875
801,60,70,8462,IR1,Lvl,SawyerW,1Fam,6,5,1994,1994,928,Y,936,785,1721,2,7,0,2,471,7,2007,201000
195,20,104,11361,Reg,Lvl,NWAmes,1Fam,6,5,1976,1976,1193,Y,1523,0,1523,2,7,1,2,478,5,2008,180000
718,20,72,8640,Reg,Lvl,Somerst,1Fam,8,5,2009,2009,1300,Y,1314,0,1314,2,6,0,2,552,9,2009,229456
1437,50,60,8064,Reg,Lvl,NAmes,1Fam,6,5,1950,1950,795,N,765,368,1133,1,5,0,2,900,12,2009,128500
2395,20,134,17755,Reg,Lvl,Edwards,1Fam,5,4,1959,1959,1466,Y,1466,0,1466,1,6,2,2,528,11,2006,149900
1935,20,88,13125,Reg,Lvl,Sawyer,1Fam,5,4,1957,2000,1134,Y,1803,0,1803,2,8,1,2,484,1,2006,155000
1351,190,94,22136,Reg,Lvl,OldTown,2fmCon,5,5,1925,1975,2171,Y,1392,1248,2640,2,10,1,3,1008,7,2006,180000
759,20,62,7500,Reg,Lvl,Somerst,1Fam,7,5,2004,2005,1221,Y,1221,0,1221,2,6,0,2,400,10,2009,185000
2128,20,64,7360,Reg,Lvl,CollgCr,1Fam,7,5,2010,2010,1222,Y,1222,0,1222,2,6,0,2,615,3,2010,187000
272,160,21,1680,Reg,Lvl,BrDale,Twnhs,6,5,1973,1973,483,Y,483,504,987,1,5,0,1,264,7,2009,111000
2752,20,115,16905,Reg,Lvl,Timber,1Fam,5,6,1959,1959,1350,Y,1328,0,1328,1,5,2,1,308,7,2007,170000
2850,120,31,2394,Reg,Low,MeadowV,Twnhs,5,6,1973,1973,945,Y,945,0,945,1,5,1,1,253,5,2010,119500
1671,20,52,8516,Reg,Lvl,OldTown,1Fam,4,6,1958,2006,869,Y,1093,0,1093,1,5,0,1,308,5,2008,115500
2595,70,70,10570,Reg,Bnk,Crawfor,1Fam,8,8,1932,1994,853,Y,1549,1178,2727,2,10,2,2,440,12,2007,315000
355,60,97,13478,IR1,Lvl,NridgHt,1Fam,10,5,2008,2008,1722,Y,1728,568,2296,2,10,1,3,842,6,2009,451950
727,20,112,12606,IR1,Lvl,Somerst,1Fam,9,5,2007,2008,1530,Y,1530,0,1530,2,7,1,3,984,5,2009,250000
585,60,93,10261,IR1,Lvl,Gilbert,1Fam,6,5,2000,2000,936,Y,962,830,1792,2,8,1,2,451,5,2008,186500
428,60,74,10927,Reg,Lvl,NridgHt,1Fam,8,5,2005,2005,1058,Y,1058,846,1904,2,8,1,2,736,6,2006,275000
2928,60,74,9627,Reg,Lvl,Mitchel,1Fam,7,5,1993,1994,996,Y,996,1004,2000,2,9,1,3,650,11,2006,188000
2518,50,60,9900,Reg,Lvl,SWISU,1Fam,6,7,1940,1950,778,Y,944,545,1489,2,7,1,1,240,7,2009,139500
99,120,30,3701,IR1,Lvl,StoneBr,TwnhsE,8,5,1987,1987,1191,Y,1204,0,1204,2,5,0,2,461,8,2006,130000
1325,20,71,8540,Reg,Lvl,NAmes,1Fam,5,8,1956,2003,925,Y,925,0,925,1,5,0,1,252,6,2007,127000
2550,70,53,7155,Reg,Lvl,Crawfor,1Fam,7,8,1918,1990,600,Y,628,600,1228,1,6,1,1,215,5,2009,137000
213,20,78,10140,Reg,Lvl,NWAmes,1Fam,6,6,1974,1974,1116,Y,1116,0,1116,2,6,1,2,528,4,2009,167900
2302,60,96,11690,IR1,Lvl,CollgCr,1Fam,8,5,1999,2000,850,Y,886,878,1764,2,7,1,2,560,6,2008,207000
2670,30,60,7392,Reg,Lvl,IDOTRR,1Fam,5,7,1930,1995,520,Y,912,0,912,1,5,0,1,360,5,2008,99500
1041,20,75,9000,Reg,Lvl,NWAmes,1Fam,6,5,1969,1969,1216,Y,1216,0,1216,1,5,0,1,336,8,2009,113000
1284,20,70,8750,Reg,Lvl,NAmes,1Fam,5,5,1955,1955,1382,Y,1382,0,1382,1,6,0,1,350,7,2009,153000
1959,20,91,11375,Reg,Lvl,Sawyer,1Fam,6,5,1954,1995,967,Y,1299,0,1299,1,6,1,2,494,10,2007,150000
2916,60,62,10429,Reg,Lvl,Mitchel,1Fam,5,5,1992,1992,624,Y,624,663,1287,1,6,0,2,440,7,2009,130000
823,160,75,10762,Reg,Lvl,SawyerW,TwnhsE,6,6,1980,1980,626,Y,626,591,1217,1,6,1,1,288,4,2009,120000
740,60,85,10625,Reg,Lvl,Somerst,1Fam,7,5,2005,2005,1026,Y,1026,932,1958,2,9,1,3,936,7,2008,250000
537,120,43,3010,Reg,Lvl,Blmngtn,TwnhsE,7,5,2005,2006,1248,Y,1248,0,1248,2,5,0,2,438,3,2006,167240
1244,20,71,9204,Reg,Lvl,NAmes,1Fam,5,5,1963,1963,1144,Y,1144,0,1144,1,6,0,1,336,8,2008,124000
2926,20,77,10010,Reg,Lvl,Mitchel,1Fam,5,5,1974,1975,1389,Y,1389,0,1389,1,6,1,2,418,4,2006,170000
962,160,24,2572,Reg,Lvl,Somerst,Twnhs,7,5,1999,1999,696,Y,696,720,1416,2,6,0,2,484,5,2010,155000
276,160,21,1869,Reg,Lvl,BrDale,Twnhs,6,6,1970,1970,483,Y,483,504,987,1,5,0,1,280,9,2008,106000
451,60,130,16900,Reg,Lvl,NridgHt,1Fam,8,5,2001,2002,1479,Y,1515,1134,2649,2,10,1,3,746,1,2008,421250
606,60,77,8390,IR1,Lvl,Gilbert,1Fam,7,5,1999,1999,831,Y,873,778,1651,2,7,1,2,450,5,2008,185900
2746,120,46,4054,IR1,Lvl,Timber,TwnhsE,7,6,1987,1987,1501,Y,1501,0,1501,2,5,2,2,512,10,2007,244000
405,20,90,12378,IR1,Lvl,NridgHt,1Fam,9,5,2003,2004,1896,Y,1944,0,1944,2,8,3,3,708,11,2006,360000
1380,30,60,10800,Reg,Lvl,OldTown,1Fam,5,6,1920,1950,1120,Y,1130,0,1130,1,5,1,2,720,6,2006,120000
1216,90,65,8944,Reg,Lvl,NAmes,Duplex,5,5,1967,1967,1584,Y,1584,0,1584,2,8,0,3,792,4,2009,124000
145,20,91,14145,Reg,Lvl,NWAmes,1Fam,7,7,1984,1998,1208,Y,1621,0,1621,2,8,0,2,440,5,2006,202500
2660,30,50,7030,Reg,Lvl,IDOTRR,1Fam,4,6,1925,1950,641,Y,641,0,641,1,4,0,1,272,3,2006,85000
1560,190,60,10800,Reg,Lvl,OldTown,2fmCon,6,6,1940,1950,884,Y,884,552,1436,2,8,2,2,828,5,2008,155000
1289,20,80,10400,Reg,Lvl,NAmes,1Fam,4,5,1956,1956,1200,Y,1200,0,1200,1,6,2,1,294,11,2009,144000
2839,120,44,4224,Reg,Lvl,MeadowV,TwnhsE,5,5,1976,1976,1142,Y,1142,0,1142,1,6,1,2,528,8,2007,134000
2369,60,85,11069,Reg,Lvl,CollgCr,1Fam,6,5,2007,2007,608,Y,608,788,1396,2,6,1,2,440,7,2009,170000
1032,20,108,11358,IR1,Lvl,NWAmes,1Fam,7,7,1972,1987,1124,Y,1610,0,1610,2,8,1,2,515,5,2007,185000
1732,50,51,6120,Reg,Lvl,BrkSide,1Fam,3,5,1930,1950,728,Y,728,434,1162,1,6,0,1,258,11,2006,75000
1313,20,75,11310,Reg,Lvl,NAmes,1Fam,6,5,1954,1954,1367,Y,1375,0,1375,1,5,1,2,451,6,2006,140000
1582,20,62,7311,Reg,Lvl,OldTown,1Fam,2,5,1946,1950,407,N,407,0,407,1,3,0,1,297,3,2008,46500
995,120,30,4420,IR1,Lvl,Greens,TwnhsE,8,5,1980,1980,728,Y,788,0,788,1,3,1,2,484,6,2010,155000
1229,20,70,10150,Reg,Lvl,NAmes,1Fam,5,5,1958,1958,912,Y,912,0,912,1,5,0,1,275,7,2007,114500
717,20,72,8640,Reg,Lvl,Somerst,1Fam,8,5,2007,2008,1363,Y,1372,0,1372,2,6,0,2,588,7,2008,212700
339,20,105,15431,Reg,Lvl,NridgHt,1Fam,10,5,2008,2008,3094,Y,2402,0,2402,2,10,2,3,672,4,2009,555000
1997,20,84,12615,Reg,Lvl,Edwards,1Fam,6,7,1950,2001,1202,Y,2158,0,2158,2,7,1,2,576,6,2007,243000
2260,20,60,7200,Reg,Low,CollgCr,1Fam,5,8,1972,1972,864,Y,864,0,864,1,5,0,1,297,3,2006,119900
2072,20,80,9938,Reg,Lvl,SawyerW,1Fam,7,5,1994,1994,1602,Y,1626,0,1626,2,7,1,2,534,4,2008,226500
1846,80,92,6930,IR1,Lvl,ClearCr,1Fam,5,4,1958,1958,1062,Y,1352,0,1352,1,6,0,1,288,7,2006,130000
1905,20,66,7742,Reg,Lvl,Sawyer,1Fam,5,7,1966,1966,955,Y,955,0,955,1,6,0,1,386,1,2007,127000
2453,20,80,8546,Reg,Lvl,Edwards,1Fam,4,5,2003,2004,1121,Y,1121,0,1121,2,5,0,2,440,3,2010,140000
545,80,65,16219,IR2,Lvl,Gilbert,1Fam,7,5,2004,2005,835,Y,1119,0,1119,2,5,0,2,437,4,2007,188500
1590,50,69,11851,Reg,Lvl,OldTown,1Fam,5,7,1948,2009,1027,Y,1027,606,1633,1,7,1,1,240,6,2010,129000
554,60,59,11796,IR1,Lvl,Gilbert,1Fam,7,5,2004,2005,847,Y,847,1112,1959,2,8,1,2,434,7,2007,215000
1132,20,115,10500,IR1,Lvl,NAmes,1Fam,5,5,1964,1964,1292,Y,1292,0,1292,1,6,2,2,520,7,2009,145100
1107,20,70,7535,IR1,Lvl,NAmes,1Fam,5,7,1958,1985,912,Y,912,0,912,1,5,0,1,297,6,2007,120000
1480,20,60,7200,Reg,Lvl,NAmes,1Fam,5,7,1954,1954,825,Y,825,0,825,1,4,0,1,350,7,2008,109500
757,60,102,11143,IR1,Lvl,Somerst,1Fam,8,5,2004,2005,1580,Y,1580,886,2466,3,8,1,2,610,12,2007,340000
2416,20,80,10682,Reg,Lvl,Edwards,1Fam,4,6,1960,1971,1014,Y,1149,0,1149,1,7,0,1,544,7,2009,127000
2591,190,79,6221,IR1,Lvl,Crawfor,2fmCon,5,5,1941,1950,728,Y,760,595,1355,2,5,0,2,528,10,2007,140000
2032,50,50,8405,Reg,Lvl,Edwards,1Fam,5,8,1900,1950,861,Y,961,406,1367,1,7,0,1,384,4,2008,119000
1542,50,63,11426,Reg,Lvl,OldTown,1Fam,7,5,2003,2003,1362,Y,1362,720,2082,2,6,0,2,484,6,2008,200000
214,20,85,11050,IR1,Lvl,NWAmes,1Fam,7,5,1975,1975,1176,Y,1193,0,1193,2,5,1,2,506,8,2009,158000
1167,45,85,12172,Reg,Lvl,NAmes,1Fam,5,7,1940,1996,822,Y,908,0,908,1,4,0,2,512,10,2007,138500
418,20,72,11846,IR1,HLS,NridgHt,1Fam,9,5,2003,2004,1792,Y,1792,0,1792,2,6,1,3,874,8,2006,374000
2473,20,68,9450,Reg,Bnk,Edwards,1Fam,4,5,1954,1954,894,Y,894,0,894,1,5,0,2,400,5,2007,110000
2004,75,60,19800,Reg,Lvl,Edwards,1Fam,6,8,1935,1990,1836,Y,1836,1836,3672,3,7,2,2,836,12,2006,415000
1471,50,60,8064,Reg,Lvl,NAmes,1Fam,6,6,1948,1950,768,Y,819,501,1320,2,5,0,2,576,9,2008,138000
2328,120,37,4435,Reg,Lvl,CollgCr,TwnhsE,6,5,2003,2003,848,Y,848,0,848,1,4,0,2,420,4,2006,133000
1239,60,90,14670,Reg,Lvl,NAmes,1Fam,6,7,1966,1999,1104,Y,1104,884,1988,2,9,1,2,480,8,2008,227000
1578,50,50,6000,Reg,Lvl,OldTown,1Fam,5,7,1924,1950,816,Y,816,750,1566,1,7,0,2,450,8,2006,139000
447,20,110,14300,Reg,HLS,NridgHt,1Fam,9,5,2003,2004,2846,Y,2696,0,2696,2,10,2,3,958,6,2010,500000
78,60,59,7837,IR1,Lvl,Gilbert,1Fam,6,7,1993,1994,799,Y,799,772,1571,2,7,1,2,380,5,2009,178000
395,20,79,14122,IR1,Lvl,NridgHt,1Fam,8,5,2005,2006,1822,Y,1822,0,1822,2,8,1,3,678,2,2010,259000
975,60,114,8314,IR1,Lvl,Somerst,1Fam,7,5,1997,1998,569,Y,854,840,1694,2,6,1,1,434,11,2006,200000
173,20,79,11850,Reg,Lvl,NWAmes,1Fam,6,6,1984,1984,1153,Y,1177,0,1177,2,6,0,2,495,8,2007,151500
2014,50,70,10512,Reg,Lvl,Edwards,1Fam,6,6,1954,1954,988,Y,988,638,1626,1,6,0,1,332,5,2007,154000
189,60,85,11475,Reg,Lvl,NWAmes,1Fam,6,6,1975,1975,713,Y,811,741,1552,2,6,1,2,434,2,2006,179900
913,120,34,3628,Reg,Lvl,Somerst,TwnhsE,7,5,2004,2004,1143,Y,1143,0,1143,1,5,1,2,588,5,2006,176400
608,60,82,9452,Reg,Lvl,NoRidge,1Fam,8,5,1997,1998,1396,Y,1407,985,2392,2,7,1,3,870,6,2006,348000
1509,70,62,9856,Reg,Lvl,OldTown,1Fam,5,8,1900,2005,716,Y,1007,1007,2014,2,8,0,2,624,6,2006,169000
2563,90,82,7136,IR1,HLS,Crawfor,Duplex,6,6,1946,1950,979,N,979,979,1958,2,8,0,2,492,8,2007,145000
1369,60,60,10800,Reg,Lvl,OldTown,1Fam,5,7,1939,2006,676,Y,676,676,1352,2,7,0,2,720,8,2009,149000
595,60,58,9487,IR1,Lvl,Gilbert,1Fam,6,5,2000,2000,915,Y,940,750,1690,2,7,1,2,442,6,2007,187000
1660,70,60,10800,Reg,Lvl,OldTown,1Fam,7,7,1890,1999,1313,Y,1313,1182,2495,2,10,1,2,342,12,2008,184000
1619,190,60,9600,Reg,Lvl,OldTown,2fmCon,5,5,1920,1960,973,Y,1377,973,2350,2,10,0,2,393,4,2008,130000
2195,20,78,10264,IR1,Lvl,CollgCr,1Fam,7,5,1999,1999,1588,Y,1588,0,1588,2,6,0,2,472,8,2006,214000
1780,50,60,8520,Reg,Lvl,OldTown,1Fam,6,7,1916,1950,714,N,1664,862,2526,2,10,1,1,216,8,2007,136000
2583,30,80,13360,IR1,HLS,Crawfor,1Fam,5,7,1921,2006,876,Y,964,0,964,1,5,0,2,432,8,2009,163500
1343,50,80,8480,Reg,Lvl,NAmes,1Fam,5,5,1947,1950,832,Y,832,384,1216,1,6,0,1,336,10,2008,118500
426,60,56,20431,IR2,Lvl,NridgHt,1Fam,9,5,2005,2006,1848,Y,1848,880,2728,2,10,2,3,706,4,2006,437154
2885,20,61,33983,IR1,Lvl,Mitchel,1Fam,5,6,1977,1994,1160,Y,1676,0,1676,1,6,2,2,672,5,2007,196000
2859,160,21,1504,Reg,Lvl,MeadowV,Twnhs,4,4,1972,1972,546,Y,546,546,1092,1,5,0,1,253,5,2007,85500
359,20,110,14226,Reg,Lvl,NridgHt,1Fam,8,5,2006,2006,1935,Y,1973,0,1973,2,9,1,3,895,7,2007,395000
2455,50,56,6956,Reg,Lvl,Edwards,1Fam,4,7,1948,1950,624,Y,624,312,936,1,5,0,1,265,4,2006,97900
2393,20,67,8877,Reg,Lvl,Edwards,1Fam,4,6,1938,1958,816,Y,816,0,816,1,3,1,1,288,5,2009,100000
1761,30,50,11672,IR2,Lvl,BrkSide,1Fam,5,5,1925,1950,816,Y,816,0,816,1,4,0,1,210,7,2006,109000
780,60,68,10110,Reg,Lvl,SawyerW,1Fam,6,5,2003,2003,835,Y,835,861,1696,2,7,0,2,542,7,2008,188000
74,60,60,7500,Reg,Lvl,Gilbert,1Fam,6,5,1999,2003,938,Y,957,1342,2299,3,7,1,2,482,8,2007,204000
1436,50,60,8064,Reg,Lvl,NAmes,1Fam,5,7,1949,2006,672,Y,672,252,924,1,6,1,2,576,7,2007,122900
2398,85,64,12102,Reg,Lvl,Edwards,1Fam,5,5,1976,1976,456,Y,1033,0,1033,1,6,0,2,504,4,2008,165000
871,20,60,6360,Reg,Lvl,Sawyer,1Fam,5,5,1963,1963,864,Y,864,0,864,1,5,0,1,276,1,2008,119916
1584,30,50,6000,Reg,Lvl,OldTown,1Fam,4,4,1920,1950,960,Y,960,0,960,1,5,0,1,308,7,2007,108500
1225,80,101,9150,IR1,Lvl,NAmes,1Fam,6,5,1962,1962,1099,Y,1431,0,1431,1,6,1,1,296,12,2008,165000
2064,60,86,11839,Reg,Lvl,SawyerW,1Fam,7,5,1990,1990,1475,Y,1532,797,2329,2,10,1,2,514,5,2008,262280
51,120,41,5330,Reg,Lvl,StoneBr,TwnhsE,8,5,2000,2000,1494,Y,1652,0,1652,2,6,0,2,499,8,2007,251000
623,60,106,12720,Reg,Lvl,NoRidge,1Fam,8,5,2000,2000,1455,Y,1466,1221,2687,2,10,2,3,810,9,2009,327000
2626,160,24,1612,Reg,Lvl,Blueste,Twnhs,6,6,1980,1980,561,Y,561,668,1229,1,5,1,2,462,7,2009,121000
1468,90,60,8544,Reg,Lvl,NAmes,Duplex,3,4,1950,1950,0,N,1040,0,1040,2,6,0,2,400,7,2006,93500
2762,20,64,9037,IR1,HLS,Timber,1Fam,8,5,2006,2006,1476,Y,1484,0,1484,2,6,1,2,472,12,2007,265900
2799,20,85,14331,Reg,Lvl,Timber,1Fam,8,5,2002,2002,1800,Y,1800,0,1800,2,7,1,3,765,5,2006,312500
555,20,59,10936,IR1,Lvl,Gilbert,1Fam,7,5,2006,2006,1510,Y,1525,0,1525,2,6,1,2,534,4,2007,206580
2299,60,70,8726,Reg,Lvl,CollgCr,1Fam,7,5,2002,2002,872,Y,872,1037,1909,2,8,0,2,529,9,2006,197000
1518,90,57,10307,Reg,Lvl,OldTown,Duplex,6,5,1910,1950,972,N,972,972,1944,2,12,0,2,324,6,2009,103500
2627,160,24,1950,Reg,Lvl,Blueste,Twnhs,6,6,1980,1980,716,Y,716,840,1556,2,6,1,2,452,7,2008,151000
291,160,21,1680,Reg,Lvl,BrDale,Twnhs,5,5,1972,1972,630,Y,630,672,1302,2,6,0,1,264,12,2008,111750
559,60,62,8244,IR1,Lvl,Gilbert,1Fam,7,5,2004,2004,840,Y,840,880,1720,2,7,1,2,440,5,2007,183500
894,20,39,15410,IR1,Lvl,Sawyer,1Fam,6,6,1974,2002,1208,Y,1494,0,1494,2,7,2,2,461,4,2010,169000
2384,30,67,8777,Reg,Lvl,Edwards,1Fam,3,6,1945,2007,0,N,640,0,640,1,5,0,1,240,4,2010,84900
1707,50,50,6000,Reg,Lvl,BrkSide,1Fam,6,7,1929,1950,862,Y,950,208,1158,1,5,1,1,208,7,2008,120000
165,20,90,13068,Reg,Lvl,NWAmes,1Fam,6,5,1976,1976,1211,Y,1211,0,1211,2,6,1,2,461,11,2008,161000
454,120,48,5911,Reg,Lvl,NridgHt,TwnhsE,9,5,2005,2005,1560,Y,1565,0,1565,2,6,1,2,556,3,2006,282500
